代號,公司,扣抵稅率,配息,除息日,配股,除權日,股價,現金殖利率,殖利率,還原殖利率,發息日,配息率,董監持股,3年平均股利,6年平均股利,10年平均股利,10年股利次數,1QEPS,2QEPS,3QEPS,今年累積EPS,去年EPS,本益比,股價淨值比,5%每萬元買抵稅,5%持有一張抵稅,12%萬買,12%一張,20%萬買,20%一張,30%萬買,30%一張,多少張以上要繳健保費,一張繳健保費,
4127,天良,35.99%,0.3,07/14,0,,18.85,1.59%,1.59%,1.94%,08/10,28.04%,8.97%,0.67,0.37,0.36,8,0.1,0,0,0.1,1.07,35.57,1.03,19.25,36.29,6.1,11.51,-8.92,-16.81,-27.7,-52.21,56.4996,6.76,
4129,聯合骨,20.48%,1.60011334,07/11,0,,81.4,1.97%,1.97%,2.19%,08/12,69.57%,10.36%,1.09,0.89,0.65,8,1.16,0,0,1.16,2.3,29.39,3.16,9.29,75.65,-5.88,-47.82,-23.21,-188.94,-44.88,-365.34,11.3381,33.69,
4130,健亞,9.73%,0.5,07/06,0,,48.9,1.02%,1.02%,1.07%,08/05,108.7%,37.8%,0.43,0.27,0.16,4,0.24,0,0,0.24,0.46,97.8,1.87,-0.39,-1.89,-7.89,-38.59,-16.47,-80.54,-27.19,-132.97,38.1443,10.01,
4133,亞諾法,38.28%,0.672,,0.128,,33.75,1.99%,2.37%,2.93%,,103.9%,19.51%,0.97,1.35,0.96,7,0.25,0,0,0.25,0.77,33.09,1.66,31.25,105.46,11.48,38.75,-11.11,-37.5,-39.35,-132.82,20.9837,18.2,
4137,F-麗豐,0%,10,08/04,0,,185,5.41%,5.41%,5.41%,09/08,68.12%,35.29%,8,4,2.4,3,4.07,0,0,4.07,14.68,11.18,3.47,0,0,0,0,0,0,0,0,0,0,
4138,曜亞,28.68%,3.63,08/02,0,,66.5,5.46%,5.46%,6.37%,08/23,89.63%,38.57%,3.54,4.15,3.09,9,1.08,0,0,1.08,4.05,15.65,1.49,47.07,313.01,3.38,22.48,-46.55,-309.57,-108.97,-724.62,4.8186,79.28,
4139,F-馬光,0%,0,,1,07/14,47.45,0%,2.11%,2.11%,,-58.82%,9.42%,1.05,1.31,0.79,6,-0.5,0,0,-0.5,-1.7,-26.07,3.44,0,0,0,0,0,0,0,0,0,0,
4144,F-康聯,0%,1.5,07/27,0,,44.7,3.36%,3.36%,3.36%,08/29,40.76%,0.79%,2.91,2.65,1.59,5,0.98,0,0,0.98,3.68,14.01,1.21,0,0,0,0,0,0,0,0,0,0,
4153,鈺緯,20.49%,3,08/15,1.5,08/15,60.7,4.94%,7.41%,8.26%,09/14,111.94%,11.38%,4.2,2.57,1.54,6,-0.09,0,0,-0.09,4.02,18.85,2.26,35.09,212.97,-22.12,-134.3,-87.51,-531.18,-169.24,-1027.28,4.0314,94.76,
4161,聿新科,0.88%,0.50396154,,0,,59.7,0.84%,0.84%,0.85%,,89.99%,13.12%,1,0.61,0.36,5,-0.14,0,0,-0.14,0.56,314.21,2.92,-3.87,-23.09,-9.8,-58.52,-16.59,-99.02,-25.06,-149.64,39.5117,9.67,
4162,智擎,8.51%,2,07/25,2,07/25,215.5,0.93%,1.86%,1.94%,08/26,103.36%,38.88%,1.67,0.83,0.5,2,-0.42,0,0,-0.42,3.87,57.31,6.98,-1.78,-38.31,-15.32,-330.22,-30.8,-663.84,-50.16,-1080.86,4.7959,79.65,
4163,鐿鈦,18.89%,4.5,07/18,0,,176.5,2.55%,2.55%,2.82%,08/12,61.56%,18.42%,4.83,3.25,1.95,5,1.88,0,0,1.88,7.31,23.41,4.89,10.13,178.77,-9.4,-165.98,-31.73,-559.98,-59.63,-1052.48,4.0609,94.07,
4164,承業生,16.17%,2.004,07/11,0,,49.45,4.05%,4.05%,4.41%,08/03,115.84%,27.62%,2,2.17,1.3,5,0.03,0,0,0.03,1.73,25.49,1.34,10.86,53.72,-19.8,-97.9,-54.84,-271.18,-98.64,-487.78,9.2335,41.37,
4173,久裕,40.04%,0.29550317,07/28,0,,20.55,1.44%,1.44%,1.8%,08/22,52.77%,47.86%,0.64,0.57,0.34,4,0.12,0,0,0.12,0.56,36.05,0.86,20.16,41.43,8.08,16.6,-5.73,-11.77,-22.99,-47.24,56.3916,6.77,
4175,杏一,23.82%,4,06/30,0,,85,4.71%,4.71%,5.34%,07/22,82.82%,43.55%,3.57,2.16,1.3,5,1.12,0,0,1.12,4.83,18.56,3.09,29.72,252.58,-7.15,-60.77,-49.28,-418.88,-101.94,-866.52,4.4679,85.5,
4190,F-佐登,0%,5,07/11,0,,86.6,5.77%,5.77%,5.77%,08/02,77.52%,0.53%,1.67,0.83,0.5,1,1,0,0,1,6.45,14.8,3.18,0,0,0,0,0,0,0,0,0,0,
4205,中華食,21.03%,2,07/14,0,,42.5,4.71%,4.71%,5.26%,08/05,79.68%,30.07%,1.83,1.92,1.8,10,0.69,0,0,0.69,2.51,15.63,2.41,23.48,99.79,-12.93,-54.94,-54.53,-231.76,-106.54,-452.79,9.0485,42.22,
4303,信立,0.22%,0.3,,0.3,,14.2,2.11%,4.23%,4.23%,,76.92%,26.82%,0.26,0.14,0.08,2,0.07,0,0,0.07,0.78,17.32,1.3,-20.69,-29.37,-50.3,-71.42,-84.14,-119.47,-126.44,-179.54,33.2967,11.47,
4305,世坤,22.42%,2.3,08/03,0,,30.55,7.53%,7.53%,8.48%,09/02,77.7%,28.98%,1.97,1.58,1.34,10,0.63,0,0,0.63,2.96,9.82,1.7,42.53,129.94,-16.08,-49.11,-83.06,-253.74,-166.78,-509.52,7.8191,48.85,
4306,炎洲,23.46%,0.5,08/01,0,,13.7,3.65%,3.65%,4.13%,08/25,68.49%,15.27%,0.73,1.29,1.4,10,0.15,0,0,0.15,0.73,11.05,0.8,22.42,30.72,-6.12,-8.39,-38.74,-53.08,-79.52,-108.95,35.8006,10.67,
4401,東隆興,25.17%,3.6,07/28,0,,88.5,4.07%,4.07%,4.65%,08/26,79.12%,26.97%,3.53,2.83,2.04,10,1.05,0,0,1.05,4.55,18.83,4.05,28.29,250.41,-3.76,-33.31,-40.4,-357.55,-86.2,-762.86,4.9345,77.41,
4416,三圓,10.17%,4.5,08/04,0,,80.5,5.59%,5.59%,5.89%,08/19,27.62%,18.54%,4.5,5.53,4.28,10,-0.09,0,0,-0.09,16.29,5.66,1.83,-0.95,-7.62,-42.07,-338.63,-89.06,-716.94,-147.8,-1189.82,4.2294,90.32,
4417,金洲,14.43%,1.8,07/11,0,,36.7,4.9%,4.9%,5.29%,08/09,52.33%,15.2%,1.33,1.28,1.03,10,0.87,0,0,0.87,3.44,11.8,1.51,9.09,33.38,-27.72,-101.71,-69.78,-256.1,-122.37,-449.09,10.3634,36.86,
4420,光明,4.84%,2.06,07/05,0,,33.05,6.23%,6.23%,6.39%,07/22,61.86%,42.47%,1.35,1.35,1.34,10,0.24,0,0,0.24,3.33,9.87,1.77,-16.84,-55.64,-61.52,-203.33,-112.59,-372.12,-176.43,-583.1,9.4793,40.3,
4426,利勤,10.23%,0.6,,2.4,,160,0.38%,1.88%,1.98%,,45.11%,23.3%,2.33,1.63,1.17,10,2.7,0,0,2.7,6.65,20.41,6.49,-0.26,-4.22,-14.06,-224.96,-29.83,-477.24,-49.54,-792.58,6.3423,60.23,
4429,聚紡,23.98%,0.5,07/25,0,,22.75,2.2%,2.2%,2.5%,08/19,113.64%,19.77%,0.5,1.4,1.14,7,0.48,0,0,0.48,0.44,46.43,0.73,14.05,31.95,-3.18,-7.24,-22.87,-52.04,-47.49,-108.04,35.7175,10.7,
4430,耀億,16.01%,1.2,07/14,0,,26.65,4.5%,4.5%,4.89%,08/15,53.33%,28.47%,1.3,1.44,1.21,7,0.58,0,0,0.58,2.25,12.17,0.76,11.73,31.26,-22.31,-59.47,-61.22,-163.15,-109.85,-292.76,15.4314,24.75,
4432,銘旺實,22.97%,4,07/14,0,,68.2,5.87%,5.87%,6.63%,08/11,77.82%,47.69%,4.17,2.97,1.78,5,1.26,0,0,1.26,5.14,13.69,2.22,34.67,236.43,-11.1,-75.73,-63.41,-432.48,-128.8,-878.42,4.4849,85.17,
4433,興采,26.7%,1,,0,,31.35,3.19%,3.19%,3.68%,,43.1%,47.46%,1.13,0.84,0.51,4,0.21,0,0,0.21,2.32,12.8,1.37,24.51,76.83,-0.8,-2.52,-29.73,-93.2,-65.89,-206.55,17.6445,21.65,
4506,崇友,22.7%,1.7,07/21,0,,30.45,5.58%,5.58%,6.3%,08/12,68.83%,55.6%,1.4,1.2,0.98,10,1.12,0,0,1.12,2.47,10.46,1.64,32.28,98.3,-11.23,-34.2,-60.97,-185.64,-123.13,-374.94,10.5655,36.16,
4510,高鋒,26.29%,0.8,07/15,0,,18,4.44%,4.44%,5.12%,08/08,71.43%,18.51%,1,0.72,0.48,7,0.01,0,0,0.01,1.12,25,0.85,33.28,59.9,-1.92,-3.46,-42.15,-75.87,-92.44,-166.39,22.0955,17.29,
4513,福裕,0%,0.5,07/21,0,,9.09,5.5%,5.5%,5.5%,08/19,30.67%,15.68%,0.17,0.08,0.42,4,-0.33,0,0,-0.33,1.63,7.45,0.74,-27.5,-25,-66.01,-60,-110.01,-100,-165.02,-150,40,9.55,
4523,永彰,13.89%,0.2,07/27,0,,19.05,1.05%,1.05%,1.13%,09/01,-1000%,43.79%,0.23,0.35,0.32,9,-0.21,0,0,-0.21,-0.02,-1905,0.63,1.68,3.2,-6.18,-11.78,-15.16,-28.89,-26.39,-50.28,93.506,4.09,
4526,東台,19.56%,0.8,07/06,0,,24.05,3.33%,3.33%,3.69%,07/29,75.47%,13.33%,1.04,1.28,1.58,10,-0.07,0,0,-0.07,1.06,25.59,1.07,14.27,34.33,-11.29,-27.15,-40.5,-97.41,-77.02,-185.23,22.7728,16.77,
4527,方土霖,21.67%,1.8,06/17,0,,25.3,7.11%,7.11%,7.98%,07/15,74.07%,39.71%,1.8,1.38,1.16,10,0.28,0,0,0.28,2.43,10.59,1.5,37.66,95.28,-17.54,-44.37,-80.62,-203.98,-159.48,-403.48,10.0249,38.11,
4528,江興,19.75%,2,,0,,49.1,4.07%,4.07%,4.52%,,56.18%,46.51%,1.57,1.36,1.22,10,0.66,0,0,0.66,3.56,15.59,2.19,17.85,87.63,-13.48,-66.2,-49.29,-242,-94.04,-461.75,9.1013,41.97,
4532,瑞智,15.65%,1.6,07/06,0,,27.5,5.82%,5.82%,6.31%,07/22,86.02%,43.4%,1.8,1.6,1.1,8,0.65,0,0,0.65,1.86,13.82,1.61,14.16,38.94,-29.75,-81.82,-79.94,-219.84,-142.68,-392.36,11.5929,32.95,
4533,協易機,14.96%,0.5,08/05,0,,13.95,3.58%,3.58%,3.87%,08/31,87.72%,11.35%,0.47,0.56,0.75,9,0.36,0,0,0.36,0.57,16.41,0.83,7.55,10.53,-19.42,-27.09,-50.24,-70.08,-88.76,-123.82,37.2162,10.26,
4534,慶騰,3.15%,0.5,07/26,0,,42.9,1.17%,1.17%,1.18%,08/18,84.75%,22.15%,0.37,0.27,0.16,3,-0.02,0,0,-0.02,0.59,60.42,3.53,-4.08,-17.52,-12.37,-53.07,-21.84,-93.7,-33.68,-144.49,39.3798,9.7,
4535,至興,19.53%,2.25,07/05,0,,39.45,5.7%,5.7%,6.32%,07/27,67.77%,41.87%,2.25,2.37,2.35,10,0.85,0,0,0.85,3.32,11.43,1.3,24.39,96.23,-19.43,-76.65,-69.51,-274.23,-132.12,-521.2,8.0981,47.17,
4536,拓凱,10.92%,5,07/26,0,,101.5,4.93%,4.93%,5.21%,08/26,74.29%,21.69%,4.67,3.33,2,5,1.51,0,0,1.51,6.73,13.53,1.9,0.92,9.35,-35.44,-359.76,-77,-781.6,-128.96,-1308.9,3.7929,100.71,
4541,晟田,21.07%,0.9,08/12,0,,33.55,2.68%,2.68%,3%,09/08,85.71%,11.99%,1.15,0.68,0.41,4,-0.21,0,0,-0.21,1.05,49.34,1.32,13.43,45.07,-7.32,-24.56,-31.04,-104.15,-60.69,-203.63,20.1042,19,
4542,科嶠,22.95%,0.6,,0,,16.35,3.67%,3.67%,4.15%,,-153.85%,17.25%,2.53,1.77,1.06,4,-1.17,0,0,-1.17,-0.39,-9.03,0.86,21.66,35.41,-6.98,-11.41,-39.71,-64.92,-80.61,-131.81,29.9021,12.78,
4543,萬在,33.12%,1.2,07/07,0,,22.15,5.42%,5.42%,6.49%,08/18,58.25%,24.28%,0.4,0.2,0.12,1,0.13,0,0,0.13,2.06,16.65,0.83,58.14,128.78,13.94,30.87,-36.58,-81.02,-99.73,-220.9,14.2988,26.72,
4545,銘鈺,20.48%,5.5,06/23,0,,51.3,10.72%,10.72%,11.94%,07/20,73.04%,68.77%,5.5,3.24,1.95,4,0.57,0,0,0.57,7.53,7.73,1.72,50.69,260.04,-32.04,-164.38,-126.6,-649.44,-244.79,-1255.76,3.2986,115.81,
4549,桓達,22.28%,2.8,,0.2,,76.5,3.66%,3.92%,4.41%,,85.71%,23.17%,3.5,2.41,1.45,4,1.27,0,0,1.27,3.5,18.8,2.3,21.89,167.49,-8.61,-65.9,-43.48,-332.64,-87.07,-666.06,5.9984,63.68,
4550,長佳,27.72%,1.3,,0,,22.5,5.78%,5.78%,6.71%,,97.01%,21.2%,1.35,0.68,0.41,3,0.57,0,0,0.57,1.34,13.72,1.1,47.19,106.17,1.14,2.56,-51.49,-115.86,-117.28,-263.87,13.5119,28.27,
4551,智伸科,16.88%,3.20825904,,0,,117,2.74%,2.74%,2.99%,,85.78%,19.45%,2.35,1.18,0.71,2,1.27,0,0,1.27,3.74,27.66,3.53,8.28,96.83,-12.54,-146.71,-36.33,-425.03,-66.06,-772.93,5.7487,66.45,
4552,力達-KY,0%,2,,0,,115,1.74%,1.74%,1.74%,,19.27%,618.95%,0.67,0,0,,2.87,0,0,2.87,10.38,10.5,2.98,-8.7,-100,-20.87,-240,-34.78,-400,-52.17,-600,10,38.2,
4555,氣立,20.8%,3.1,07/11,0,,63.5,4.88%,4.88%,5.45%,07/28,79.69%,29.82%,2.2,1.1,0.66,2,0.33,0,0,0.33,3.89,18.96,1.52,23.82,151.28,-13.9,-88.29,-57.02,-362.08,-110.92,-704.32,5.8439,65.37,
4556,旭然,20.85%,0.75,,0,,34.95,2.15%,2.15%,2.4%,,84.27%,32.64%,0.25,0.13,0.08,1,0.03,0,0,0.03,0.89,43.15,1.98,10.52,36.78,-6.06,-21.2,-25.02,-87.45,-48.72,-170.27,24.1491,15.82,
4557,F-永新,0%,5,06/20,0,,68.1,7.34%,7.34%,7.34%,07/06,85.32%,37.99%,2,1,0.6,2,1.06,0,0,1.06,5.86,12.43,1.77,0,0,0,0,0,0,0,0,0,0,
4706,大恭,15.97%,0.9,06/30,0,,21,4.29%,4.29%,4.66%,07/27,66.67%,45.73%,0.97,0.98,0.83,10,0.43,0,0,0.43,1.35,12.88,1.21,11.08,23.27,-21.31,-44.76,-58.34,-122.51,-104.62,-219.69,20.579,18.56,
4707,磐亞,22.09%,0.1,,0.5,,8.48,1.18%,7.08%,7.95%,,63.83%,12.15%,0.2,0.1,0.43,4,0.22,0,0,0.22,0.94,11.01,0.52,38.86,32.96,-16.13,-13.68,-78.99,-66.98,-157.56,-133.61,30.0179,12.73,
4711,永純,20.71%,0.7,07/18,0,,14.5,4.83%,4.83%,5.39%,08/12,97.22%,23.35%,0.77,0.9,1.08,10,0.37,0,0,0.37,0.72,14.8,0.79,23.35,33.86,-13.94,-20.21,-56.56,-82.01,-109.83,-159.26,25.8905,14.75,
4714,永捷,28.84%,0.48886656,08/02,0,,9.97,4.9%,4.9%,5.73%,08/26,181.06%,21.66%,0.45,0.48,0.59,9,0.07,0,0,0.07,0.27,55.39,0.74,42.65,42.53,3.38,3.37,-41.5,-41.38,-97.61,-97.31,35.7551,10.68,
4716,大立高,11.59%,0.25,,0.25,,10.85,2.3%,4.61%,4.89%,,87.72%,8.56%,0.5,0.73,0.55,10,0.06,0,0,0.06,0.57,21.27,0.89,2.33,2.53,-31.8,-34.5,-70.8,-76.82,-119.56,-129.72,37.809,10.1,
4720,德淵,17.46%,1,07/21,0,,15.9,6.29%,6.29%,6.89%,08/19,80.65%,31.22%,0.86,0.76,0.74,10,0.2,0,0,0.2,1.24,12.82,1.18,20.71,32.94,-27.15,-43.18,-81.86,-130.16,-150.25,-238.89,18.3942,20.77,
4721,美琪瑪,19.47%,1.4,,0,,37.25,3.76%,3.76%,4.16%,,90.32%,19.26%,1.25,1.42,1.43,10,0.49,0,0,0.49,1.55,20.69,2.46,15.97,59.48,-12.9,-48.06,-45.9,-170.97,-87.14,-324.6,13.0184,29.34,
4722,國精化,21.8%,2.8,06/29,0,,37.6,7.45%,7.45%,8.36%,07/22,71.07%,12.09%,1.93,1.51,1.1,10,1.04,0,0,1.04,3.94,9.42,1.54,39.88,149.94,-17.93,-67.42,-84,-315.84,-166.59,-626.36,6.4408,59.31,
4733,上緯,4.04%,3.5,07/11,0,,118.5,2.95%,2.95%,3.01%,08/05,29.54%,11.42%,5.81,3.81,4.01,10,0.39,0,0,0.39,11.85,16.14,2.6,-9.1,-107.84,-30.19,-357.78,-54.3,-643.44,-84.43,-1000.51,5.6011,68.2,
4735,豪展,20.48%,1,07/04,0,,34.35,2.91%,2.91%,3.24%,07/22,50.76%,24.95%,0.46,0.31,0.29,4,0.45,0,0,0.45,1.97,15.61,2.58,13.76,47.28,-8.7,-29.89,-34.38,-118.08,-66.47,-228.32,18.1422,21.06,
4736,泰博,13.32%,4.999887,08/09,0.499988,08/09,141.5,3.53%,3.89%,4.16%,09/02,85.27%,30.84%,5.2,4.45,4.62,9,2.09,0,0,2.09,6.45,17.43,3.35,5.16,72.98,-23.86,-337.65,-57.03,-806.94,-98.48,-1393.56,3.4094,112.04,
4737,華廣,20.52%,2,07/28,0,,50,4%,4%,4.46%,08/24,104.71%,47.68%,1.57,2.19,1.91,8,0.2,0,0,0.2,1.91,34.72,1.24,18.99,94.94,-11.88,-59.42,-47.17,-235.84,-91.27,-456.36,9.0695,42.12,
4739,康普,9.38%,1.6,07/06,0,,47.45,3.37%,3.37%,3.54%,07/28,93.57%,20.71%,1.24,1.11,0.82,8,1.74,0,0,1.74,1.71,18.61,1.57,-1.84,-8.71,-26.55,-125.96,-54.79,-259.97,-90.09,-427.47,11.94,31.99,
4745,F-合富,0%,2.59544176,08/11,0,,71.1,3.65%,3.65%,3.65%,10/07,42.97%,21.32%,3.43,2.22,1.33,4,0.9,0,0,0.9,6.04,13.39,2.34,0,0,0,0,0,0,0,0,0,0,
4746,台耀,20.48%,1.97616392,08/15,0,,102,1.94%,1.94%,2.16%,08/26,59.52%,16.33%,1.32,1.83,1.45,5,1.19,0,0,1.19,3.32,25.89,2.41,9.16,93.43,-5.79,-59.06,-22.88,-233.35,-44.24,-451.2,9.1805,41.61,
4747,強生,0%,1.75,06/27,0,,38.8,4.51%,4.51%,4.51%,07/19,83.33%,25.89%,2.02,2,1.3,7,0.64,0,0,0.64,2.1,17.24,1.39,-22.55,-87.5,-54.12,-210,-90.21,-350,-135.31,-525,11.4286,33.43,
4755,三福,18.79%,1,07/15,0,,27.1,3.69%,3.69%,4.07%,08/05,44.05%,51.62%,0.79,0.5,0.3,4,0.49,0,0,0.49,2.27,11.53,0.94,14.48,39.25,-13.77,-37.32,-46.07,-124.84,-86.43,-234.24,18.2824,20.89,
4762,F-三汰,0%,1.8,,1,,66.7,2.7%,4.2%,4.2%,,58.82%,54.65%,0.93,0.47,0.28,1,1.19,0,0,1.19,4.76,14.76,2.3,0,0,0,0,0,0,0,0,0,0,
4763,F-材料,0%,5,07/22,0,,109,4.59%,4.59%,4.59%,08/31,78.99%,68%,1.67,0.83,0.5,1,1.32,0,0,1.32,6.33,19.12,3.53,0,0,0,0,0,0,0,0,0,0,
4803,F-VHQ,0%,1,08/10,0,,137,0.73%,0.73%,0.73%,09/06,24.21%,25.41%,0.33,0.17,0.1,1,0.54,0,0,0.54,4.13,28.31,4.22,0,0,0,0,0,0,0,0,0,0,
4804,F-大略,0%,1,08/11,3,08/11,126.5,0.79%,3.16%,3.16%,,78.59%,67.87%,1.67,0.83,0.5,2,0.57,0,0,0.57,5.09,24.37,4.99,0,0,0,0,0,0,0,0,0,0,
4806,昇華,24.32%,1.5,06/28,0,,79,1.9%,1.9%,2.16%,08/02,49.83%,24.62%,1.17,0.58,0.35,2,0.7,0,0,0.7,3.01,37.44,1.79,12.44,98.28,-2.47,-19.49,-19.5,-154.08,-40.8,-322.32,11.8878,32.13,
4903,聯光通,9.28%,0.16,,0,,13,1.23%,1.23%,1.29%,,51.61%,22.78%,0.16,0.26,0.2,5,-0.08,0,0,-0.08,0.31,76.47,1.21,-0.73,-0.95,-9.74,-12.67,-20.05,-26.06,-32.93,-42.8,119.4572,3.2,
4904,遠傳,20.48%,3.75,07/12,0,,73.3,5.12%,5.12%,5.7%,08/05,106.53%,32.94%,3.75,3.38,3.21,10,0.92,0,0,0.92,3.52,20.76,3.19,24.19,177.3,-15.29,-112.08,-60.41,-442.8,-116.81,-856.2,4.8379,78.96,
4905,台聯電,5.05%,1,07/14,0,,48.9,2.04%,2.04%,2.1%,08/10,41.49%,12.77%,0.67,0.58,0.49,9,2.13,0,0,2.13,2.41,11.53,0.55,-5.32,-26.01,-20,-97.78,-36.77,-179.8,-57.74,-282.33,19.5074,19.58,
4906,正文,0.92%,0.6,07/26,0,,17.9,3.35%,3.35%,3.37%,08/19,86.96%,4.81%,1,1.15,1.94,10,0.16,0,0,0.16,0.69,26.72,0.63,-15.29,-27.38,-38.87,-69.57,-65.81,-117.79,-99.48,-178.07,33.1807,11.51,
4908,前鼎,9.77%,0.4,,0,,18.7,2.14%,2.14%,2.25%,,52.63%,13.92%,1.25,1.64,2.15,10,0.44,0,0,0.44,0.76,19.68,1.19,-0.77,-1.44,-16.47,-30.8,-34.42,-64.37,-56.86,-106.32,47.6713,8.01,
4909,新復興,26.66%,1.3,07/22,0,,23.6,5.51%,5.51%,6.36%,08/19,50%,7.49%,1.6,1.79,2.11,10,0.62,0,0,0.62,2.6,8.43,0.83,42.21,99.63,-1.49,-3.5,-51.43,-121.37,-113.85,-268.7,13.5751,28.14,
4912,F-聯德,0%,6,07/22,0,,78.1,7.68%,7.68%,7.68%,08/12,115.61%,41.41%,4.5,3.58,2.15,6,-1.29,0,0,-1.29,5.19,33.09,1.97,0,0,0,0,0,0,0,0,0,0,
4915,致伸,18.12%,2.1,07/19,0,,43.75,4.8%,4.8%,5.28%,08/24,51.72%,5.01%,1.57,1.28,0.77,6,0.91,0,0,0.91,4.06,10.7,1.8,17.31,75.75,-19.33,-84.57,-61.21,-267.79,-113.56,-496.82,8.7326,43.74,
4916,事欣科,0%,0.5,06/27,0,,49.05,1.02%,1.02%,1.02%,07/21,-128.21%,12.18%,1.33,5.25,3.45,7,0.33,0,0,0.33,-0.39,700.71,3.08,-5.1,-25,-12.23,-60,-20.39,-100,-30.58,-150,40,9.55,
4919,新唐,23.68%,1.8,08/12,0,,36.7,4.9%,4.9%,5.56%,09/09,79.65%,61.1%,1.4,1.77,1.25,7,0.38,0,0,0.38,2.26,13.8,2.42,30.64,112.46,-7.75,-28.45,-51.64,-189.5,-106.49,-390.82,9.9348,38.45,
4927,F-泰鼎,0%,2.5,08/19,0,,40,6.25%,6.25%,6.25%,,57.6%,1.67%,2.28,2.27,1.36,6,0.82,0,0,0.82,4.34,8.64,1.17,0,0,0,0,0,0,0,0,0,0,
4933,友輝,21.19%,1.25,,0,,22.95,5.45%,5.45%,6.09%,,55.8%,50.14%,1.92,3.13,1.98,7,0.24,0,0,0.24,2.24,9.89,0.61,27.59,63.32,-14.58,-33.46,-62.77,-144.05,-123,-282.29,14.4672,26.4,
4934,太極,1.98%,0.6,07/13,0,,16.6,3.61%,3.61%,3.65%,08/04,54.55%,33.98%,0.51,0.48,0.39,5,0.59,0,0,0.59,1.1,10.64,0.96,-14.67,-24.36,-40.22,-66.77,-69.43,-115.25,-105.93,-175.84,33.0066,11.57,
4935,F-茂林,0%,3.5,07/21,0,,90.3,3.88%,3.88%,3.88%,08/19,52.47%,16.3%,2.17,1.7,1.02,5,1.33,0,0,1.33,6.67,13.11,1.85,0,0,0,0,0,0,0,0,0,0,
4938,和碩,13.83%,5.0297424,08/02,0,,78.3,6.42%,6.42%,6.9%,08/26,54.49%,3.83%,3.95,2.46,1.65,6,1.58,0,0,1.58,9.23,9.34,1.33,10.08,78.93,-37.99,-297.5,-92.94,-727.7,-161.62,-1265.46,3.7192,102.71,
4942,嘉彰,14.14%,1.2,,0,,22.6,5.31%,5.31%,5.71%,,-34.38%,15.38%,1.45,1.89,1.58,7,0.6,0,0,0.6,-3.49,-8.66,0.46,9.11,20.6,-30.68,-69.34,-76.16,-172.13,-133.01,-300.61,15.5661,24.54,
4947,F-昂寶,0%,6,,2,,249.5,2.4%,3.21%,3.21%,,57.76%,31.76%,8.14,5.55,3.33,5,2.16,0,0,2.16,13.85,18.37,3.92,0,0,0,0,0,0,0,0,0,0,
4950,牧東,20.48%,0.51752609,08/02,0,,14.6,3.54%,3.54%,3.95%,08/31,207.01%,25.26%,0.37,0.25,0.15,3,1.05,0,0,1.05,0.25,9.48,0.63,16.76,24.47,-10.59,-15.47,-41.86,-61.11,-80.93,-118.16,35.0557,10.9,
4952,凌通,0%,3.2,07/04,0,,42.85,7.47%,7.47%,7.47%,07/29,89.64%,35.46%,2.83,2.33,1.4,6,0.7,0,0,0.7,3.57,11.16,2.11,-37.34,-160,-89.61,-384,-149.36,-640,-224.04,-960,6.25,61.12,
4953,緯軟,10.04%,1,,0,,21.85,4.58%,4.58%,4.82%,,277.78%,16.07%,1.2,0.8,0.48,6,0.3,0,0,0.3,0.36,546.25,0.95,-1.06,-2.31,-34.7,-75.82,-73.15,-159.84,-121.22,-264.86,19.044,20.06,
4958,F-臻鼎,0%,4.5,,0,,65.5,6.87%,6.87%,6.87%,,45.92%,39.28%,3.72,2.53,1.52,5,0.39,0,0,0.39,9.8,7.91,1.26,0,0,0,0,0,0,0,0,0,0,
4960,奇美材,7.49%,0.5,07/14,0,,15.45,3.24%,3.24%,3.36%,08/12,24.63%,29.63%,1.83,1.76,1.06,6,-0.7,0,0,-0.7,2.03,29.71,0.65,-4.67,-7.21,-28.17,-43.52,-55.03,-85.02,-88.6,-136.89,38.5561,9.91,
4965,商店街,20.48%,2.13963,07/07,0,,90.6,2.36%,2.36%,2.63%,08/03,93.03%,67.6%,3.09,3.33,2,6,0.32,0,0,0.32,2.3,47.94,4.05,11.17,101.16,-7.06,-63.95,-27.89,-252.65,-53.92,-488.52,8.4791,45.05,
4966,F-譜瑞,0%,5.02,08/23,0,,283,1.77%,1.77%,1.77%,,32.81%,7.78%,5.01,4.32,2.59,5,4.77,0,0,4.77,15.3,17.27,3.2,0,0,0,0,0,0,0,0,0,0,
4968,立積,0.01%,0.45,07/13,1,07/13,69.3,0.65%,2.09%,2.09%,08/19,44.48%,9.99%,0.48,0.25,0.15,1,0.5,0,0,0.5,3.26,23.98,4.16,-10.45,-72.43,-25.1,-173.94,-41.84,-289.94,-62.76,-434.95,13.7924,27.7,
4971,F-IET,0%,2,07/19,0.5,07/19,112,1.79%,2.23%,2.23%,09/30,71.63%,0.56%,1.63,0.81,0.49,3,0.69,0,0,0.69,3.49,44.8,2.61,0,0,0,0,0,0,0,0,0,0,
4972,湯石,6.29%,2.8,07/26,0.2,07/26,39.8,7.04%,7.54%,7.78%,08/29,78.95%,17.63%,2.3,1.9,1.14,6,0.99,0,0,0.99,3.8,9.07,1.24,-15.17,-60.37,-69.59,-276.97,-131.79,-524.52,-209.54,-833.96,6.4634,59.1,
