代號,公司,扣抵稅率,配息,除息日,配股,除權日,股價,現金殖利率,殖利率,還原殖利率,發息日,配息率,董監持股,3年平均股利,6年平均股利,10年平均股利,10年股利次數,1QEPS,2QEPS,3QEPS,今年累積EPS,去年EPS,本益比,股價淨值比,5%每萬元買抵稅,5%持有一張抵稅,12%萬買,12%一張,20%萬買,20%一張,30%萬買,30%一張,多少張以上要繳健保費,一張繳健保費,
3434,哲固,20.48%,0.35,,0,,14.75,2.37%,2.37%,2.64%,,48.61%,24.14%,0.12,0.06,0.36,4,0.09,0,0,0.09,0.72,20.77,1.4,11.22,16.55,-7.09,-10.46,-28.02,-41.33,-54.18,-79.91,51.835,7.37,
3437,榮創,16.79%,1.5,,0,,25.9,5.79%,5.79%,6.32%,,63.03%,17.06%,1.85,0.93,0.56,3,0.21,0,0,0.21,2.38,14.47,1.06,17.23,44.63,-26.71,-69.19,-76.93,-199.26,-139.71,-361.85,12.3007,31.06,
3438,類比科,19.29%,0.3,06/02,0,,19.2,1.56%,1.56%,1.73%,06/30,3000%,10.39%,1.16,1.51,3.27,10,0.11,0,0,0.11,0.01,-96,0.72,6.5,12.49,-5.49,-10.54,-19.19,-36.85,-36.33,-69.75,60.8023,6.28,
3443,創意,11.09%,3,06/13,0,,76.7,3.91%,3.91%,4.14%,07/07,81.3%,36%,3,3,2.93,10,1.19,0,0,1.19,3.69,18.94,2.79,1.05,8.03,-27.85,-213.61,-60.88,-466.92,-102.16,-783.56,6.3164,60.48,
3444,利機,16.36%,1,07/15,0,,15.8,6.33%,6.33%,6.89%,08/19,90.09%,19.73%,0.9,1.27,1.63,10,0.17,0,0,0.17,1.11,15.05,1.05,17.54,27.71,-30.39,-48.02,-85.16,-134.56,-153.63,-242.74,18.4877,20.66,
3450,聯鈞,17.94%,6.5,07/12,2,07/12,126.5,5.14%,6.72%,7.38%,08/15,68.22%,6.7%,6.5,4.75,3.38,10,3.31,0,0,3.31,12.46,9.22,3.34,23.66,299.33,-27.59,-349.04,-86.17,-1090.04,-159.39,-2016.29,2.1593,176.91,
3454,晶睿,14.06%,4.50000003,08/02,0.349999969,08/02,95.7,4.7%,5.07%,5.45%,08/25,78.23%,21.41%,5.48,5.14,4.12,10,1.16,0,0,1.16,6.2,15.26,2.79,8.51,81.41,-29.46,-281.96,-72.86,-697.24,-127.1,-1216.33,3.8529,99.15,
3455,由田,21.55%,2.5,,0,,33.25,7.52%,7.52%,8.43%,,81.7%,12.07%,1,1.16,1.6,7,-0.51,0,0,-0.51,3.06,12.22,1.15,39.37,130.91,-18.93,-62.95,-85.56,-284.5,-168.85,-561.44,7.2218,52.9,
3466,致振,34.42%,0.5,,0,,19.8,2.53%,2.53%,3.05%,,-113.64%,15.13%,1.09,1.13,1.76,10,-0.04,0,0,-0.04,-0.44,-68.28,0.76,28.66,56.75,7.94,15.72,-15.74,-31.16,-45.34,-89.77,34.1268,11.19,
3479,安勤,10.22%,3.6,06/30,0,,65.3,5.51%,5.51%,5.81%,07/29,82.76%,26.55%,3.13,2.99,2.59,10,1.51,0,0,1.51,4.35,12.73,2.17,-0.8,-5.24,-41.37,-270.12,-87.72,-572.83,-145.67,-951.23,5.2855,72.27,
3481,群創,6.06%,0.2,07/11,0,,11.8,1.69%,1.69%,1.75%,08/16,18.35%,2.16%,0.35,0.18,0.46,6,-0.86,0,0,-0.86,1.09,-18.15,0.53,-3.6,-4.24,-15.82,-18.67,-29.79,-35.15,-47.25,-55.76,97.0591,3.94,
3483,力致,35.02%,0.1,,0,,18.2,0.55%,0.55%,0.67%,,-13.7%,6.49%,0.13,0.4,2.02,10,-0.19,0,0,-0.19,-0.73,-26.76,0.46,6.39,11.63,1.87,3.41,-3.29,-5.99,-9.75,-17.74,170.1983,2.24,
3484,崧騰,9.29%,2.09799342,08/05,0.09990438,08/05,43.35,4.84%,5.07%,5.32%,09/02,72.3%,8.38%,2.13,1.85,2.01,10,0.62,0,0,0.62,3.04,15.48,1.67,-2.98,-12.91,-40.12,-173.91,-82.56,-357.91,-135.62,-587.9,8.6957,43.93,
3490,單井,0%,0.2,06/23,0.8,,42.1,0.48%,2.38%,2.38%,07/20,15.53%,8.84%,1.91,1.78,1.97,9,1.56,0,0,1.56,6.44,7.11,1.45,-11.88,-50,-28.5,-120,-47.51,-200,-71.26,-300,20,19.1,
3491,昇達科,14.57%,4.3,07/07,0,,58.8,7.31%,7.31%,7.89%,08/05,95.13%,8.89%,3.64,2.79,3.1,10,0.71,0,0,0.71,4.52,13.46,1.93,14.05,82.59,-40.87,-240.34,-103.64,-609.4,-182.1,-1070.72,4.3353,88.11,
3492,長盛,0%,1.3,07/18,0,,39.75,3.27%,3.27%,3.27%,08/18,56.77%,42.95%,0.9,0.45,0.67,6,0.79,0,0,0.79,2.29,14.25,2.72,-16.35,-65,-39.25,-156,-65.41,-260,-98.11,-390,15.3846,24.83,
3498,陽程,20.18%,2.3,,0,,51.6,4.46%,4.46%,4.96%,,44.23%,15.18%,2.93,1.6,1.98,8,1.22,0,0,1.22,5.2,8.82,1.36,20.44,105.47,-13.91,-71.78,-53.17,-274.34,-102.24,-527.55,7.8987,48.36,
3501,維熹,17.7%,4,08/03,0,,54.2,7.38%,7.38%,8.1%,08/30,63.29%,23.3%,3.2,3.3,3.02,10,1.51,0,0,1.51,6.32,8.26,1.11,25.15,136.3,-31.08,-168.48,-95.35,-516.8,-175.68,-952.2,4.5935,83.16,
3504,揚明光,1.59%,0.56,07/14,0,,30.75,1.82%,1.82%,1.84%,08/09,49.56%,46.52%,1.31,2.28,2.64,10,-0.59,0,0,-0.59,1.13,80.92,0.94,-7.73,-23.77,-20.58,-63.28,-35.26,-108.44,-53.62,-164.88,35.4326,10.78,
3511,矽瑪,20.48%,0.8,08/16,0,,25.2,3.17%,3.17%,3.54%,09/10,72.73%,32.89%,0.6,1.49,2.16,9,-0.54,0,0,-0.54,1.1,21.18,1.52,15.01,37.82,-9.49,-23.91,-37.49,-94.46,-72.48,-182.66,22.6778,16.84,
3515,華擎,27.15%,2.5,,0,,43.9,5.69%,5.69%,6.59%,,119.62%,49.74%,3.5,6.42,9.24,10,0.67,0,0,0.67,2.09,22.06,0.86,44.97,197.41,-0.31,-1.35,-52.05,-228.5,-116.73,-512.44,7.0438,54.23,
3518,柏騰,2.09%,1,07/11,0,,23.3,4.29%,4.29%,4.34%,08/11,-50.51%,10.22%,1.33,1.33,3.2,10,-0.67,0,0,-0.67,-1.98,-8.29,0.64,-17.2,-40.07,-47.56,-110.8,-82.25,-191.64,-125.62,-292.69,19.7932,19.3,
3526,凡甲,20.32%,1.5,07/28,0,,50.6,2.96%,2.96%,3.3%,08/15,105.63%,9.5%,1.06,2.14,3.43,10,0.98,0,0,0.98,1.42,23,2.39,13.79,69.78,-9.07,-45.89,-35.19,-178.08,-67.85,-343.32,12.1036,31.56,
3527,聚積,17.17%,3.5,,0,,72.2,4.85%,4.85%,5.3%,,99.72%,12.16%,4,6.02,6.55,10,1.39,0,0,1.39,3.51,15.07,1.53,15.3,110.45,-21.55,-155.58,-63.66,-459.62,-116.3,-839.67,5.2625,72.59,
3528,安馳,22.58%,2.3,07/18,0.20000015,07/18,29.5,7.8%,8.47%,9.55%,08/24,73.31%,16.26%,2.44,2.48,2.44,10,0.86,0,0,0.86,3.41,9.61,1.32,48.52,143.14,-17.5,-51.62,-92.95,-274.2,-187.26,-552.43,7.1884,53.14,
3529,力旺,7.3%,6,06/30,0,,320.5,1.87%,1.87%,1.94%,07/22,94.94%,9.3%,6,4.28,3.41,10,2.19,0,0,2.19,6.32,45.79,12.19,-2.87,-91.95,-16.45,-527.28,-31.98,-1024.8,-51.38,-1646.7,3.216,118.78,
3531,先益,22.52%,0.25,07/28,0,,17.6,1.42%,1.42%,1.6%,08/26,83.33%,11.08%,1.18,1.27,1.7,10,0.16,0,0,0.16,0.3,37.45,0.62,8.09,14.24,-2.97,-5.23,-15.61,-27.48,-31.42,-55.3,71.9036,5.31,
3532,台勝科,11.62%,1.1,07/07,0,,30.25,3.64%,3.64%,3.86%,08/05,66.67%,94.56%,0.8,0.48,0.81,8,0.17,0,0,0.17,1.65,23.09,1.16,1.89,5.71,-25.04,-75.76,-55.83,-168.87,-94.3,-285.26,17.1835,22.23,
3533,嘉澤,17.7%,4.5,07/28,0,,83.5,5.39%,5.39%,5.91%,08/29,52.82%,23.4%,4.5,4.75,3.85,10,0.87,0,0,0.87,8.52,11.28,0.97,18.36,153.34,-22.7,-189.54,-69.63,-581.4,-128.29,-1071.23,4.0831,93.56,
3537,堡達,20.98%,1.2,07/26,0,,19.4,6.19%,6.19%,6.91%,08/18,85.11%,18.41%,1.47,1.48,1.82,10,0.11,0,0,0.11,1.41,15.28,1.14,30.71,59.59,-17.13,-33.23,-71.8,-139.3,-140.15,-271.88,15.0843,25.32,
3540,曜越,0.55%,0.35,07/28,0,,21.25,1.65%,1.65%,1.65%,08/31,85.37%,21.4%,0.75,0.83,1.77,9,0.45,0,0,0.45,0.41,18.97,1.06,-7.81,-16.59,-19.37,-41.15,-32.58,-69.23,-49.09,-104.33,56.9861,6.7,
3541,西柏,20.43%,4,07/05,0,,146,2.74%,2.74%,3.05%,07/29,93.68%,15.14%,4.17,3.44,3.36,10,0.83,0,0,0.83,4.27,37.34,7.41,12.89,188.17,-8.25,-120.43,-32.41,-473.12,-62.6,-913.98,4.5366,84.2,
3545,敦泰,0%,0.7222,09/01,0,,29.1,2.48%,2.48%,2.48%,09/30,116.48%,5.35%,0.45,0.94,1.13,10,-0.33,0,0,-0.33,0.62,44.09,0.75,-12.41,-36.11,-29.78,-86.66,-49.64,-144.44,-74.45,-216.66,27.6932,13.79,
3548,兆利,16.79%,1.3,,0,,64.8,2.01%,2.01%,2.19%,,33.16%,22.16%,1.23,1.02,1.53,10,1.15,0,0,1.15,3.92,13.79,1.22,5.97,38.68,-9.25,-59.96,-26.65,-172.69,-48.4,-313.61,14.1931,26.91,
3550,聯穎,4.6%,1,07/07,0,,13.7,7.3%,7.3%,7.47%,07/28,104.17%,11.92%,1,1.08,1.6,10,-0.03,0,0,-0.03,0.96,15.93,0.53,-20.55,-28.15,-72.82,-99.76,-132.55,-181.6,-207.23,-283.9,19.5503,19.54,
3551,世禾,21.25%,2,07/21,0,,32.4,6.17%,6.17%,6.91%,08/19,63.29%,17.72%,2.33,2.17,2.32,10,0.41,0,0,0.41,3.16,10.8,0.69,31.44,101.88,-16.36,-53,-70.99,-230,-139.27,-451.25,9.0395,42.26,
3552,同致,6.76%,5.25,,0,,432,1.22%,1.22%,1.26%,,55.91%,18.64%,3.88,3.32,2.62,10,5.02,0,0,5.02,9.39,33.31,8.83,-2.17,-93.92,-10.97,-473.84,-21.02,-908.04,-33.58,-1450.79,3.685,103.66,
3553,力積,21.71%,0.2,06/29,0,,13.85,1.44%,1.44%,1.62%,07/28,76.92%,12.04%,0.78,0.76,1.68,8,-0.64,0,0,-0.64,0.26,-14.73,1.07,7.67,10.62,-3.53,-4.9,-16.34,-22.63,-32.35,-44.8,90.2079,4.23,
3556,禾瑞亞,13.66%,3.7,07/25,0.4,07/25,50.8,7.28%,8.07%,8.66%,08/26,100%,11.96%,5.3,4.37,3.43,10,0.98,0,0,0.98,4.1,12.07,2.34,12.01,61.03,-48.34,-245.57,-117.32,-595.98,-203.54,-1033.98,4.5662,83.66,
3558,神準,15.07%,13,08/10,0,,174,7.47%,7.47%,8.08%,09/05,78.31%,40.29%,9.52,6.26,4.47,9,3.21,0,0,3.21,16.6,10.92,3.14,16.12,280.57,-40.11,-698,-104.39,-1816.36,-184.73,-3214.31,1.4307,267.01,
3559,全智科,14.12%,1.4,07/18,0,,23.55,5.94%,5.94%,6.4%,08/22,63.35%,14.47%,1.2,1.24,1.29,10,0.32,0,0,0.32,2.21,11.32,1.39,10.15,23.9,-34.4,-81.02,-85.32,-200.93,-148.96,-350.81,13.3437,28.63,
3563,牧德,20.07%,3.6,06/24,0,,44,8.18%,8.18%,9.09%,07/22,96.77%,17.16%,3.62,3.54,2.6,10,0.65,0,0,0.65,3.72,12.29,1.79,37.09,163.2,-25.93,-114.09,-97.95,-430.99,-187.98,-827.12,5.0489,75.66,
3564,其陽,18.63%,3,,0,,55.3,5.42%,5.42%,5.98%,,48.7%,25.39%,2.2,1.49,1.15,5,0.6,0,0,0.6,6.16,8.99,2,20.88,115.48,-20.63,-114.08,-68.07,-376.44,-127.38,-704.38,6.0986,62.64,
3567,逸昌,13.91%,1.1,07/28,0,,16.05,6.85%,6.85%,7.37%,08/26,89.43%,5.18%,0.83,0.73,0.62,10,0.38,0,0,0.38,1.23,11.46,1.15,11.02,17.68,-40.3,-64.68,-98.94,-158.8,-172.24,-276.45,16.9995,22.47,
3570,大塚,22.83%,3.5,,0,,57,6.14%,6.14%,6.93%,,69.86%,42.17%,3.5,2.86,2.21,9,0.8,0,0,0.8,5.01,12.26,1.74,35.89,204.55,-12,-68.42,-66.73,-380.38,-135.15,-770.33,5.1288,74.48,
3577,泓格,14.26%,1.3,,0,,35.55,3.66%,3.66%,3.94%,,73.86%,23.35%,1.43,1.58,1.41,9,0.23,0,0,0.23,1.76,19.86,1.83,6.49,23.06,-20.94,-74.43,-52.28,-185.85,-91.45,-325.12,14.3607,26.6,
3581,博磊,27.39%,1,,0,,16.8,5.95%,5.95%,6.9%,,109.89%,13.79%,1.03,0.52,0.41,4,0.1,0,0,0.1,0.91,20.49,1.13,47.68,80.1,0.31,0.52,-53.83,-90.44,-121.51,-204.14,17.5909,21.72,
3583,辛耘,20.09%,1,07/21,0,,68.2,1.47%,1.47%,1.63%,08/18,94.34%,15.15%,1.34,1,0.6,5,1.02,0,0,1.02,1.06,34.97,2.75,6.66,45.43,-4.63,-31.6,-17.54,-119.64,-33.68,-229.69,18.1744,21.02,
3587,閎康,13.46%,3,07/14,0,,87.7,3.42%,3.42%,3.67%,08/05,77.92%,28.72%,3.67,3.16,2.14,8,1,0,0,1,3.85,20.54,3.14,4.77,41.81,-20.79,-182.33,-50,-438.48,-86.51,-758.67,6.2463,61.16,
3588,通嘉,15.09%,1.50030777,08/12,0,,30.5,4.92%,4.92%,5.32%,09/20,69.78%,13.34%,1.84,2.44,2.56,9,0.53,0,0,0.53,2.15,13.99,1.13,10.66,32.52,-26.37,-80.42,-68.69,-209.5,-121.59,-370.85,12.3954,30.82,
3591,艾笛森,0%,0.3184,07/19,0,,14.9,2.14%,2.14%,2.14%,08/22,-29.76%,7.51%,0.31,1.71,2.08,9,-0.26,0,0,-0.26,-1.07,-10.88,0.53,-10.68,-15.92,-25.64,-38.21,-42.74,-63.68,-64.11,-95.52,62.8141,6.08,
3594,磐儀,22.8%,0.2,,0.3,,31.25,0.64%,1.6%,1.81%,,61.73%,23.89%,0.87,0.91,0.77,9,0.01,0,0,0.01,0.81,30.05,1.53,9.33,29.15,-3.15,-9.84,-17.41,-54.4,-35.23,-110.1,35.9066,10.64,
3596,智易,21.73%,1.6,07/25,0,,57.7,2.77%,2.77%,3.11%,08/19,52.29%,22.47%,1.97,1.76,1.92,9,1.28,0,0,1.28,3.06,13.87,1.38,14.76,85.15,-6.76,-39.02,-31.36,-180.93,-62.1,-358.31,11.275,33.88,
3605,宏致,12.52%,0.4,07/21,0,,25.4,1.57%,1.57%,1.68%,08/25,32.79%,15.35%,0.76,1.75,2.45,9,0.03,0,0,0.03,1.22,24.9,0.77,1.49,3.79,-10.22,-25.96,-23.61,-59.97,-40.34,-102.47,47.0544,8.12,
3607,谷崧,17.16%,4.2,07/13,0,,37.8,11.11%,11.11%,12.15%,08/09,77.49%,13.36%,4.18,3.75,3.35,9,-1.2,0,0,-1.2,5.42,16.15,0.67,35.01,132.34,-49.44,-186.88,-145.96,-551.71,-266.6,-1007.75,4.3856,87.1,
3611,鼎翰,18.45%,10,07/12,0,,265.5,3.77%,3.77%,4.15%,08/10,66.05%,39.25%,10,8.33,5.85,9,2.65,0,0,2.65,15.14,17.59,4.83,14.18,376.38,-14.62,-388.2,-47.53,-1262,-88.67,-2354.25,1.8311,208.62,
3615,安可,31.11%,0.3,,0,,21.8,1.38%,1.38%,1.63%,,78.95%,22.16%,0.27,1.1,0.71,6,-0.26,0,0,-0.26,0.38,136.25,0.59,13.45,29.33,2.32,5.07,-10.4,-22.67,-26.3,-57.33,57.6926,6.62,
3617,碩天,25.62%,4.5,06/28,0,,113,3.98%,3.98%,4.57%,08/02,60.4%,20.09%,4.25,3.93,3.43,9,1.36,0,0,1.36,7.45,13.48,2.35,28.55,322.63,-2.9,-32.72,-38.84,-438.84,-83.76,-946.48,3.9398,96.96,
3623,富晶通,21.33%,5.5,08/30,0,,65.5,8.4%,8.4%,9.4%,,161.29%,49.23%,3.3,1.65,1.06,4,1.37,0,0,1.37,3.41,12.22,3.21,43.09,282.25,-21.96,-143.81,-96.3,-630.74,-189.22,-1239.4,3.2859,116.25,
3624,光頡,15.93%,2.5,07/21,0,,23.8,10.5%,10.5%,11.41%,08/12,195.31%,20.54%,1.67,1.45,1.22,9,0.15,0,0,0.15,1.28,19.35,1.11,26.96,64.17,-52.42,-124.77,-143.15,-340.7,-256.56,-610.61,7.4098,51.55,
3628,盈正,12.62%,3.25,,0,,47.15,6.89%,6.89%,7.36%,,82.91%,61.12%,3.25,4.88,3.55,9,-0.33,0,0,-0.33,3.92,19.48,1.25,6.85,32.32,-44.44,-209.53,-103.06,-485.94,-176.34,-831.45,5.7886,65.99,
3645,達邁,10.8%,0.5,08/16,0.5,08/16,31.4,1.59%,3.18%,3.37%,09/27,73.53%,18.88%,1,1.07,0.64,6,-0.37,0,0,-0.37,1.36,61.57,1.91,0.41,1.3,-23.08,-72.48,-49.94,-156.8,-83.5,-262.2,18.9753,20.13,
3646,艾恩特,20.48%,1,,0,,15.9,6.29%,6.29%,7.01%,,833.33%,10.76%,1.17,1.33,0.93,8,0.07,0,0,0.07,0.12,42.97,1.24,29.74,47.28,-18.8,-29.89,-74.26,-118.08,-143.6,-228.32,18.1422,21.06,
3652,精聯,20.48%,0.7,07/14,0,,19.2,3.65%,3.65%,4.06%,08/10,95.89%,59.55%,0.67,0.68,0.77,7,-0.16,0,0,-0.16,0.73,45.71,0.79,17.24,33.1,-10.9,-20.92,-43.05,-82.66,-83.24,-159.82,25.9175,14.74,
3653,健策,12.58%,2.5,07/14,0,,48.1,5.2%,5.2%,5.55%,08/10,116.82%,27.87%,3,3.25,2.59,8,0.37,0,0,0.37,2.14,23.46,1.15,5.07,24.39,-33.6,-161.62,-77.8,-374.2,-133.04,-639.93,7.5266,50.75,
3658,漢微科,8.27%,16,06/28,0,,1355,1.18%,1.18%,1.23%,08/02,48.93%,10.68%,20,12.67,7.6,5,3.55,0,0,3.55,32.7,45.05,7.49,-1.27,-171.48,-9.87,-1337.79,-19.71,-2670.72,-32.01,-4336.88,1.2004,318.24,
3661,F-世芯,0%,0.49404,,0,,26.55,1.86%,1.86%,1.86%,,23.87%,2.8%,0.59,0.3,0.18,3,0.14,0,0,0.14,2.07,8.43,0.58,0,0,0,0,0,0,0,0,0,0,
3662,樂陞,10.96%,0.15,,1.34999995,,103,0.15%,1.46%,1.54%,,39.16%,6.72%,2.65,2.62,1.96,8,0.1,0,0,0.1,3.83,29.26,2.09,0.3,3.09,-10.45,-107.66,-22.74,-234.24,-38.1,-392.46,12.6406,30.22,
3665,F-貿聯,0%,5.40487048,08/04,0.49135186,08/04,196,2.76%,3.01%,3.01%,09/08,71.04%,7.14%,5.62,4.34,2.61,6,1.8,0,0,1.8,8.3,23.93,3.84,0,0,0,0,0,0,0,0,0,0,
3666,光耀,6.97%,1,07/25,0,,28.1,3.56%,3.56%,3.69%,08/18,217.39%,48.55%,2.33,1.2,0.72,4,0.33,0,0,0.33,0.46,23.81,1.43,-6.01,-16.89,-31.79,-89.33,-61.25,-172.12,-98.08,-275.61,19.3265,19.77,
3669,圓展,15.59%,0.2,06/27,0,,21.4,0.93%,0.93%,1.01%,07/22,-71.43%,30.31%,0.34,1.08,1.15,7,0.04,0,0,0.04,-0.28,125.88,0.84,2.25,4.81,-4.8,-10.28,-12.86,-27.53,-22.94,-49.09,92.7687,4.12,
3672,康聯訊,1.72%,1.8,07/11,0.6,07/11,32.4,5.56%,7.41%,7.47%,08/05,74.53%,25%,1.73,0.87,0.52,3,0,0,0,0,3.22,11.57,1.83,-30.99,-100.39,-83.28,-269.84,-143.05,-463.49,-217.76,-705.55,8.2623,46.23,
3675,德微,0%,0.63,08/16,0,,26.3,2.4%,2.4%,2.4%,,30%,56.3%,0.21,0.23,0.62,5,0.4,0,0,0.4,2.1,12.89,1.2,-11.98,-31.5,-28.75,-75.6,-47.91,-126,-71.86,-189,31.746,12.03,
3679,新至陞,12.62%,4,07/20,0,,52.6,7.6%,7.6%,8.12%,08/15,93.46%,14.3%,3.5,3.34,2.49,8,1.08,0,0,1.08,4.28,9.96,0.86,7.56,39.78,-49.03,-257.89,-113.7,-598.08,-194.55,-1023.32,4.7032,81.22,
3680,家登,23.82%,0.5,08/17,0,,32.25,1.55%,1.55%,1.76%,,294.12%,27.93%,0.5,1.25,0.93,7,-0.44,0,0,-0.44,0.17,293.18,1.87,9.79,31.57,-2.36,-7.6,-16.24,-52.36,-33.59,-108.32,35.743,10.69,
3684,榮昌,13.37%,2.5,07/12,1.5,07/12,42.8,5.84%,9.35%,10.02%,08/04,78.28%,32.55%,3,2.33,1.57,7,0.57,0,0,0.57,5.11,8.68,2.13,12.62,54.03,-57.17,-244.69,-136.93,-586.08,-236.64,-1012.82,4.6867,81.51,
3689,湧德,21.32%,1.5,07/14,0,,28.4,5.28%,5.28%,5.91%,08/15,59.52%,9.4%,3.42,3.51,2.22,7,0.17,0,0,0.17,2.52,16.05,0.75,27.08,76.91,-13.83,-39.29,-60.59,-172.08,-119.04,-338.07,12.0489,31.7,
3691,碩禾,21.86%,20,07/15,0,,458,4.37%,4.37%,4.9%,08/17,50.44%,55.16%,14.34,16.33,10.8,7,10.03,0,0,10.03,39.65,10.45,3.77,23.51,1076.7,-10.4,-476.32,-49.15,-2251.2,-97.59,-4469.8,0.9015,423.75,
3693,營邦,17.55%,5.3,,0,,81.9,6.47%,6.47%,7.09%,,59.75%,28.86%,5.05,3.04,1.88,7,0.25,0,0,0.25,8.87,13.25,1.68,21.59,176.82,-27.68,-226.73,-84,-687.94,-154.39,-1264.45,3.4692,110.11,
3698,隆達,16.64%,0.625,07/05,0,,16.3,3.83%,3.83%,4.18%,07/29,138.89%,17.15%,0.92,0.78,0.47,5,-0.03,0,0,-0.03,0.45,101.88,0.68,11.13,18.15,-17.94,-29.24,-51.17,-83.4,-92.7,-151.1,29.5421,12.93,
3702,大聯大,11.29%,2.4,08/01,0,,40.6,5.91%,5.91%,6.26%,08/30,73.39%,10.32%,2.4,2.53,2.45,10,0.94,0,0,0.94,3.27,12.05,1.4,2.14,8.71,-41.57,-168.78,-91.53,-371.62,-153.98,-625.16,7.8881,48.43,
3703,欣陸,11.57%,0.5,08/09,0,,10.75,4.65%,4.65%,4.94%,08/31,76.92%,37.87%,0.5,0.51,0.74,8,-0.02,0,0,-0.02,0.65,89.58,0.41,2.31,2.48,-32.14,-34.55,-71.5,-76.86,-120.7,-129.75,37.8125,10.1,
3705,永信,4.74%,2.5,07/13,0,,46.6,5.36%,5.36%,5.5%,08/08,74.63%,20.44%,2.34,2.1,1.96,10,0.53,0,0,0.53,3.35,14.79,2.02,-14.75,-68.71,-53.19,-247.86,-97.12,-452.6,-152.04,-708.53,7.8148,48.88,
3706,神達,13.26%,1.6,,0.4,,27.7,5.78%,7.22%,7.73%,,86.21%,24.63%,1.09,0.55,0.33,3,0.22,0,0,0.22,2.32,14.13,0.63,9.38,25.97,-44.52,-123.31,-106.11,-293.92,-183.1,-507.18,9.3782,40.73,
4103,百略,16.8%,4,07/27,0,,80,5%,5%,5.46%,08/24,67.91%,32.69%,4.07,3.7,3.33,10,0.69,0,0,0.69,5.89,13.84,2.51,14.9,119.2,-23.04,-184.32,-66.4,-531.2,-120.6,-964.8,4.6125,82.82,
4104,佳醫,0%,2.39338261,08/03,0,,51.1,4.68%,4.68%,4.68%,08/31,73.19%,12.27%,2.3,2.24,2.51,10,1.06,0,0,1.06,3.27,14.73,0.93,-23.42,-119.67,-56.2,-287.21,-93.67,-478.68,-140.51,-718.01,8.3564,45.71,
4105,東洋,12.64%,3.5,07/21,0,,109,3.21%,3.21%,3.43%,08/26,71.87%,10.63%,2.89,2.71,2.87,10,1.13,0,0,1.13,4.87,19.46,5.11,3.22,35.14,-20.67,-225.34,-47.99,-523.04,-82.12,-895.16,5.3746,71.07,
4106,雃博,26.97%,1,07/26,0,,37.6,2.66%,2.66%,3.07%,08/26,49.5%,12.69%,0.9,1.18,1.32,10,0.56,0,0,0.56,2.02,19.79,1.87,20.77,78.11,-0.35,-1.33,-24.5,-92.12,-54.68,-205.61,17.6235,21.68,
4107,邦特,22.46%,2.6,,0,,154.5,1.68%,1.68%,1.9%,,63.88%,16.65%,2.44,2.04,1.78,10,1.32,0,0,1.32,4.07,31.86,5.38,9.54,147.38,-3.56,-55.06,-18.54,-286.42,-37.26,-575.61,6.9157,55.24,
4109,穆拉德,23.9%,0.2,,0.5,,22.85,0.88%,3.06%,3.48%,,137.25%,15%,0.66,0.69,0.83,10,0.13,0,0,0.13,0.51,46.63,1.77,19.46,44.47,-4.55,-10.39,-31.98,-73.08,-66.28,-151.45,25.5216,14.97,
4111,濟生,27.72%,0.6,,0,,23.2,2.59%,2.59%,3%,,88.24%,14.04%,0.8,0.68,0.62,10,0.16,0,0,0.16,0.68,31.35,1.31,21.12,49,0.51,1.18,-23.05,-53.47,-52.49,-121.79,29.2757,13.05,
4113,聯上,2.57%,0.8122565,08/11,0,,10.25,7.92%,7.92%,8.03%,09/02,59.29%,16.74%,2.43,1.84,1.1,5,0.1,0,0,0.1,1.37,8.33,0.57,-29.95,-30.7,-86.13,-88.29,-150.34,-154.1,-230.61,-236.37,24.3104,15.71,
4114,健喬,22.78%,0.17290807,08/09,0.864540353,08/09,34.75,0.5%,2.99%,3.37%,09/20,414.98%,14.22%,1,0.84,0.69,9,1.35,0,0,1.35,0.25,25.74,1.81,17.38,60.38,-5.9,-20.51,-32.51,-112.96,-65.76,-228.52,17.3068,22.07,
4116,明基醫,12.77%,1.5,07/04,0,,50.1,2.99%,2.99%,3.2%,07/29,49.02%,44.93%,1.03,0.85,0.75,9,0.23,0,0,0.23,3.06,19.2,2.15,3.19,15.99,-19.11,-95.72,-44.59,-223.38,-76.44,-382.96,12.5331,30.48,
4119,旭富,23.56%,3.83880684,07/29,0,,86.4,4.44%,4.44%,5.04%,08/19,74.25%,33.08%,3.09,2.94,3,10,2.06,0,0,2.06,5.17,15.05,2.25,27.51,237.66,-7.26,-62.71,-46.99,-405.99,-96.65,-835.09,4.6609,81.96,
4120,友華,13.6%,1.8,06/22,0,,65,2.77%,2.77%,2.97%,07/08,70.04%,29.82%,1.69,1.47,1.57,10,2,0,0,2,2.57,20.7,1.82,4.04,26.28,-16.66,-108.29,-40.32,-262.08,-69.9,-454.32,10.4037,36.72,
4123,晟德,5.63%,0,,1,,69.2,0%,1.45%,1.49%,,54.95%,13.49%,1.17,1.25,1.42,10,-0.23,0,0,-0.23,1.82,40.23,2.65,-3.36,-23.26,-13.76,-95.23,-25.65,-177.48,-40.51,-280.3,19.4524,19.64,
4126,太醫,13.35%,2.5,07/05,0,,102,2.45%,2.45%,2.63%,07/25,46.99%,10.81%,2.5,3.27,2.63,10,1.57,0,0,1.57,5.32,17.38,3.17,3.29,33.53,-15.01,-153.15,-35.93,-366.5,-62.08,-633.19,7.4994,50.94,
